,Rooms,Type,Method,Distance,Bathroom,Car,Landsize,BuildingArea,RegionName,PropertyCount,Price,Age
387,2,u,S,6.3,2,2,0,,Southern Metropolitan,4836,3625000,13
388,4,h,VB,6.3,2,2,1581,,Southern Metropolitan,4836,3000000,85
389,2,h,S,6.3,,,,,Southern Metropolitan,4836,1930000,
390,5,h,PI,6.3,2,2,693,,Southern Metropolitan,4836,1525000,
391,4,h,S,6.3,1,2,500,,Southern Metropolitan,4836,,
392,3,u,PI,6.3,2,1,2113,14,Southern Metropolitan,4836,735000,49
393,2,u,S,6.3,1,1,0,,Southern Metropolitan,4836,825000,
394,3,t,S,6.3,2,2,246,,Southern Metropolitan,4836,1586000,
395,4,h,S,6.3,2,2,369,176,Southern Metropolitan,4836,,89
396,3,t,S,6.3,2,1,175,158,Southern Metropolitan,4836,,49
397,2,u,S,6.3,1,1,0,65,Southern Metropolitan,4836,,49
398,5,h,S,6.3,,,,,Southern Metropolitan,4836,,
399,2,u,S,6.3,1,1,0,,Southern Metropolitan,4836,645000,59
400,1,h,SP,6.3,2,1,144,107,Southern Metropolitan,4836,1435000,119
401,4,h,SN,6.3,4,2,662,292,Southern Metropolitan,4836,,99
402,1,u,PI,6.3,1,1,0,38,Southern Metropolitan,4836,280000,44
403,1,u,PI,6.3,1,1,0,,Southern Metropolitan,4836,400000,
404,4,h,SP,6.3,2,2,551,208,Southern Metropolitan,4836,,129
405,2,h,S,6.3,2,2,0,,Southern Metropolitan,4836,1780000,
406,3,h,SP,6.3,2,0,246,204,Southern Metropolitan,4836,,129
407,2,u,S,6.3,1,1,0,73,Southern Metropolitan,4836,592500,49
408,3,h,S,6.3,2,1,242,143,Southern Metropolitan,4836,,104
409,2,h,S,6.3,1,0,249,96,Southern Metropolitan,4836,1210000,109
410,4,h,S,6.3,2,2,624,222,Southern Metropolitan,4836,2801000,119
411,3,u,SP,6.3,2,3,0,203,Southern Metropolitan,4836,,13
412,3,h,S,6.3,2,2,292,146,Southern Metropolitan,4836,,109
413,3,h,SN,6.3,2,1,482,182,Southern Metropolitan,4836,,89
414,1,u,S,6.3,1,0,881,,Southern Metropolitan,4836,390000,
415,3,h,S,6.3,2,1,228,111,Southern Metropolitan,4836,,104
416,3,h,PI,6.3,2,2,405,121,Southern Metropolitan,4836,1800000,109
417,4,h,SN,6.3,,,,,Southern Metropolitan,4836,,
418,4,h,PI,6.3,1,2,495,163,Southern Metropolitan,4836,2200000,119
419,4,h,S,6.3,,,,,Southern Metropolitan,4836,,
420,1,u,S,6.3,1,1,0,,Southern Metropolitan,4836,324000,
421,3,h,S,6.3,1,2,451,,Southern Metropolitan,4836,,
422,2,u,S,6.3,1,1,0,80,Southern Metropolitan,4836,,53
423,2,u,S,6.3,,,,,Southern Metropolitan,4836,,
424,3,u,SP,6.3,1,4,0,,Southern Metropolitan,4836,,
425,2,h,S,6.3,1,2,230,,Southern Metropolitan,4836,,131
426,6,h,S,6.3,3,4,1491,516,Southern Metropolitan,4836,5525000,84
427,4,h,S,6.3,2,2,449,232,Southern Metropolitan,4836,,119
428,2,h,S,6.3,1,2,169,,Southern Metropolitan,4836,1125000,
429,3,h,S,6.3,3,1,301,,Southern Metropolitan,4836,2250000,
430,3,h,S,6.3,2,0,336,,Southern Metropolitan,4836,2360000,
431,2,h,VB,6.3,2,0,207,,Southern Metropolitan,4836,1900000,
432,1,u,SP,6.3,1,1,0,53,Southern Metropolitan,4836,440000,49
433,2,u,SP,6.3,,,,,Southern Metropolitan,4836,,
434,2,u,SN,6.3,1,1,734,,Southern Metropolitan,4836,,13
435,2,u,PI,6.3,1,1,0,,Southern Metropolitan,4836,490000,53
436,3,t,PI,6.3,2,2,0,135,Southern Metropolitan,4836,,21
437,3,h,S,6.3,2,1,316,,Southern Metropolitan,4836,2365000,
438,3,h,VB,6.3,1,2,212,106,Southern Metropolitan,4836,1300000,119
439,2,u,SP,6.3,1,1,0,67,Southern Metropolitan,4836,,49
440,3,u,S,6.3,2,2,0,,Southern Metropolitan,4836,732000,
441,2,u,SP,6.3,1,1,0,74,Southern Metropolitan,4836,704000,50
442,4,h,S,6.3,,,,,Southern Metropolitan,4836,,
443,2,u,S,6.3,,,,,Southern Metropolitan,4836,,
444,2,u,VB,6.3,1,1,0,98,Southern Metropolitan,4836,620000,49
445,3,h,S,6.3,1,2,328,108,Southern Metropolitan,4836,1900000,119
446,3,h,S,6.3,2,2,0,,Southern Metropolitan,4836,,
447,3,t,S,6.3,3,2,0,,Southern Metropolitan,4836,,
448,2,u,S,6.3,2,1,2659,,Southern Metropolitan,4836,,
449,1,u,SP,6.3,1,1,0,,Southern Metropolitan,4836,315000,
450,3,h,SP,6.3,1,0,151,80,Southern Metropolitan,4836,,139
451,3,h,S,6.3,,,,,Southern Metropolitan,4836,1992000,
452,1,u,PI,6.3,1,1,0,,Southern Metropolitan,4836,450000,
453,2,u,S,6.3,1,1,2471,80,Southern Metropolitan,4836,710000,49
454,2,u,S,6.3,1,1,1194,,Southern Metropolitan,4836,872000,66
455,2,u,S,6.3,1,1,0,88,Southern Metropolitan,4836,598000,49
456,3,h,SN,6.3,2,2,459,180,Southern Metropolitan,4836,,129
457,3,h,S,6.3,1,2,186,80,Southern Metropolitan,4836,1285000,99
458,4,h,S,6.3,3,2,421,,Southern Metropolitan,4836,3660000,
459,3,h,VB,6.3,1,2,251,149,Southern Metropolitan,4836,,99
460,2,u,S,6.3,1,1,0,,Southern Metropolitan,4836,,
461,2,u,S,6.3,1,1,0,76,Southern Metropolitan,4836,520000,49
462,4,h,S,6.3,,,,,Southern Metropolitan,4836,2760000,
463,4,h,S,6.3,,,,,Southern Metropolitan,4836,,
464,2,u,VB,6.3,,,,,Southern Metropolitan,4836,690000,
465,4,h,S,6.3,1,2,709,251,Southern Metropolitan,4836,3625000,119
466,4,h,VB,6.3,3,3,563,333,Southern Metropolitan,4836,4200000,19
467,3,t,S,6.3,1,2,103,3,Southern Metropolitan,4836,1101000,19
468,3,h,S,6.3,2,2,617,285,Southern Metropolitan,4836,3512500,21
469,2,u,S,6.3,1,1,0,,Southern Metropolitan,4836,,
470,2,u,SN,6.3,1,2,0,112,Southern Metropolitan,4836,,7
471,4,h,PI,6.3,3,4,544,,Southern Metropolitan,4836,2000000,
472,3,h,S,6.3,3,1,0,,Southern Metropolitan,4836,,
473,3,u,S,6.3,1,1,0,91,Southern Metropolitan,4836,869000,79
474,2,u,S,6.3,,,,,Southern Metropolitan,4836,577000,
475,3,h,SP,6.3,2,1,196,155,Southern Metropolitan,4836,,29
476,2,u,S,6.3,1,4,0,,Southern Metropolitan,4836,,
477,3,h,S,6.3,,,,,Southern Metropolitan,4836,2865000,
478,5,h,S,6.3,2,2,617,,Southern Metropolitan,4836,2810000,
479,2,u,S,6.3,1,1,0,,Southern Metropolitan,4836,565000,
480,1,u,S,6.3,1,1,0,53,Southern Metropolitan,4836,567000,6
481,2,u,SP,6.3,0,0,0,,Southern Metropolitan,4836,546000,
482,2,h,SN,6.3,1,1,266,,Southern Metropolitan,4836,,
483,2,u,S,6.3,1,1,0,,Southern Metropolitan,4836,471500,39
484,3,h,S,5.9,1,2,305,135,Western Metropolitan,6567,,109
485,2,u,S,5.9,1,2,0,,Western Metropolitan,6567,455000,
486,3,h,S,5.9,1,2,298,108,Western Metropolitan,6567,940000,99
487,2,u,SP,5.9,1,1,0,62,Western Metropolitan,6567,467000,39
488,3,h,S,5.9,1,2,271,111,Western Metropolitan,6567,,119
489,3,h,S,5.9,,,,,Western Metropolitan,6567,895000,
490,3,h,SP,5.9,2,2,277,174,Western Metropolitan,6567,1380000,109
491,2,u,VB,5.9,1,1,423,62,Western Metropolitan,6567,490000,49
492,4,h,S,5.9,3,1,478,270,Western Metropolitan,6567,1850000,119
493,3,h,S,5.9,1,2,623,,Western Metropolitan,6567,1284000,81
494,3,h,SP,5.9,2,2,285,128,Western Metropolitan,6567,971000,119
495,2,h,PI,5.9,1,1,214,77,Western Metropolitan,6567,710000,129
496,6,h,PI,5.9,3,2,1014,435,Western Metropolitan,6567,2425000,132
497,2,h,SP,5.9,1,1,226,92,Western Metropolitan,6567,750000,99
498,2,h,S,5.9,,,,,Western Metropolitan,6567,840000,
499,2,h,S,5.9,1,1,269,109,Western Metropolitan,6567,1053000,119
500,3,h,S,5.9,1,1,417,168,Western Metropolitan,6567,1377000,119
501,3,h,S,5.9,1,2,350,125,Western Metropolitan,6567,970000,115
502,2,h,S,5.9,1,1,330,,Western Metropolitan,6567,940000,
503,2,h,PI,5.9,1,1,118,79,Western Metropolitan,6567,751000,129
504,2,h,SP,5.9,1,1,173,102,Western Metropolitan,6567,950000,119
505,3,h,S,5.9,2,2,252,125,Western Metropolitan,6567,,99
506,2,u,S,5.9,1,2,228,90,Western Metropolitan,6567,685000,24
507,4,h,S,5.9,1,2,398,,Western Metropolitan,6567,,
508,3,h,S,5.9,1,2,594,148,Western Metropolitan,6567,1230000,59
509,2,h,S,5.9,1,1,0,,Western Metropolitan,6567,636500,
510,3,h,S,5.9,1,0,317,,Western Metropolitan,6567,910000,
511,2,h,PI,5.9,,,,,Western Metropolitan,6567,872500,
512,2,h,PI,5.9,1,1,226,87,Western Metropolitan,6567,770000,119
513,2,t,PI,5.9,,,,,Western Metropolitan,6567,490000,
514,3,h,S,5.9,2,2,229,,Western Metropolitan,6567,960000,8
515,4,h,SP,5.9,1,1,300,185,Western Metropolitan,6567,890000,129
516,2,h,S,5.9,1,1,170,,Western Metropolitan,6567,965000,
517,4,h,S,5.9,1,2,462,170,Western Metropolitan,6567,,109
518,4,h,PI,5.9,,,,,Western Metropolitan,6567,1200000,
519,3,h,S,5.9,1,1,487,131,Western Metropolitan,6567,1440000,119
520,2,h,S,5.9,1,0,255,,Western Metropolitan,6567,955000,
521,2,u,VB,5.9,1,1,0,,Western Metropolitan,6567,450000,9
522,3,h,S,5.9,1,2,431,,Western Metropolitan,6567,801000,69
523,4,h,S,5.9,2,3,950,177,Western Metropolitan,6567,,69
524,3,h,SP,5.9,,,,,Western Metropolitan,6567,770000,
525,3,h,PI,5.9,2,2,440,120,Western Metropolitan,6567,1000000,64
526,3,h,S,5.9,2,2,532,147,Western Metropolitan,6567,1435000,69
527,1,u,S,5.9,1,1,0,58,Western Metropolitan,6567,390000,47
528,3,h,PI,5.9,2,2,495,139,Western Metropolitan,6567,1425000,99
529,3,h,S,5.9,,,,,Western Metropolitan,6567,925000,
530,4,h,S,5.9,2,2,683,232,Western Metropolitan,6567,1340000,41
531,3,h,S,5.9,1,1,263,117,Western Metropolitan,6567,955000,109
532,2,h,PI,5.9,,,,,Western Metropolitan,6567,1075000,
533,4,h,VB,5.9,2,5,559,195,Western Metropolitan,6567,1100000,99
534,3,h,S,5.9,2,2,308,,Western Metropolitan,6567,1255000,
535,4,h,S,5.9,,,,,Western Metropolitan,6567,1483000,
536,2,u,S,5.9,1,1,0,62,Western Metropolitan,6567,432000,41
537,4,h,S,5.9,3,2,562,204,Western Metropolitan,6567,1640000,129
538,6,h,S,5.9,2,1,461,286,Western Metropolitan,6567,1430000,119
539,2,u,SP,5.9,1,1,301,104,Western Metropolitan,6567,610000,24
540,3,h,S,5.9,3,1,491,127,Western Metropolitan,6567,940000,69
541,3,h,SP,5.9,1,1,242,110,Western Metropolitan,6567,890000,99
542,4,h,SP,5.9,,,,,Western Metropolitan,6567,1505000,
543,3,h,SP,5.9,2,2,617,149,Western Metropolitan,6567,1180000,89
544,4,h,S,5.9,2,2,597,180,Western Metropolitan,6567,1480000,80
545,2,h,S,5.9,1,1,387,,Western Metropolitan,6567,1150000,
546,3,h,S,5.9,1,3,575,,Western Metropolitan,6567,1350000,
547,5,h,S,5.9,2,2,521,,Western Metropolitan,6567,1905000,
548,2,t,SP,5.9,2,1,146,132,Western Metropolitan,6567,865000,4
549,2,t,S,5.9,2,1,113,,Western Metropolitan,6567,705000,21
550,2,u,S,5.9,1,1,0,62,Western Metropolitan,6567,442000,44
551,2,u,S,5.9,2,1,0,,Western Metropolitan,6567,540000,
552,3,h,S,5.9,1,2,506,110,Western Metropolitan,6567,1037500,99
553,3,t,S,5.9,2,2,318,160,Western Metropolitan,6567,1050000,6
554,6,h,S,5.9,2,3,833,411,Western Metropolitan,6567,,109
555,2,u,S,5.9,1,1,0,65,Western Metropolitan,6567,440000,49
556,2,h,S,5.9,1,1,325,,Western Metropolitan,6567,1010000,
557,4,h,S,5.9,2,0,418,158,Western Metropolitan,6567,1430000,119
558,2,u,VB,5.9,1,1,0,,Western Metropolitan,6567,570000,
559,2,u,S,5.9,1,1,0,,Western Metropolitan,6567,690000,
560,4,h,S,5.9,3,4,487,402,Western Metropolitan,6567,,79
561,4,h,S,5.9,,,,,Western Metropolitan,6567,1070000,
562,3,h,S,5.9,1,2,414,,Western Metropolitan,6567,1291000,
563,3,h,S,5.9,2,2,298,132,Western Metropolitan,6567,,129
564,3,h,S,5.9,2,1,272,157,Western Metropolitan,6567,1130000,119
565,3,h,S,5.9,1,1,296,104,Western Metropolitan,6567,1135000,109
566,4,h,PI,5.9,2,1,298,147,Western Metropolitan,6567,950000,99
567,3,u,PI,5.9,2,1,0,148,Western Metropolitan,6567,790000,
568,3,h,SP,5.9,1,1,206,115,Western Metropolitan,6567,,119
569,2,u,PI,5.9,1,1,1957,69,Western Metropolitan,6567,390000,7
570,4,h,S,5.9,1,1,552,155,Western Metropolitan,6567,1345000,99
571,1,u,S,5.9,,,,,Western Metropolitan,6567,296000,
572,3,h,S,5.9,2,2,416,168,Western Metropolitan,6567,1381500,119
573,3,h,S,5.9,2,2,285,172,Western Metropolitan,6567,940000,8
574,3,h,S,5.9,2,1,314,177,Western Metropolitan,6567,995000,9
575,3,h,SP,5.9,1,3,536,,Western Metropolitan,6567,1050000,
576,3,h,S,5.9,2,1,576,120,Western Metropolitan,6567,786000,79
577,2,h,PI,5.9,1,3,252,108,Western Metropolitan,6567,705000,109
578,3,h,PI,5.9,,,,,Western Metropolitan,6567,660000,
579,2,h,PI,5.9,1,1,124,77,Western Metropolitan,6567,760000,119
580,3,u,S,5.9,1,3,0,,Western Metropolitan,6567,487500,47
581,3,h,S,5.9,,,,,Western Metropolitan,6567,1125000,
582,3,t,S,5.9,2,2,200,144,Western Metropolitan,6567,1000000,16
583,4,h,PI,5.9,2,1,349,,Western Metropolitan,6567,1110000,99
584,4,h,PI,5.9,1,4,664,,Western Metropolitan,6567,1300000,
585,3,h,PI,5.9,1,1,555,,Western Metropolitan,6567,1060000,
586,3,h,PI,5.9,2,2,459,,Western Metropolitan,6567,1410000,
587,3,h,S,5.9,1,1,278,166,Western Metropolitan,6567,1305000,119
588,3,h,S,5.9,2,1,254,,Western Metropolitan,6567,932500,
589,3,h,S,5.9,1,0,216,,Western Metropolitan,6567,965000,
590,3,h,S,5.9,1,1,452,175,Western Metropolitan,6567,1215000,59
591,2,u,S,5.9,1,2,194,71,Western Metropolitan,6567,545000,119
592,4,h,S,5.9,,,,,Western Metropolitan,6567,1800000,
593,3,t,SP,5.9,,,,,Western Metropolitan,6567,840000,
594,4,h,S,5.9,2,4,598,273,Western Metropolitan,6567,1705000,7
595,3,h,S,5.9,1,1,194,,Western Metropolitan,6567,970000,
596,2,h,S,5.9,1,1,407,,Western Metropolitan,6567,925000,
597,4,h,S,11,3,2,753,399,Southern Metropolitan,3052,2650000,4
598,2,h,S,11,,,,,Southern Metropolitan,3052,1820000,
599,3,h,S,11,2,2,599,220,Southern Metropolitan,3052,1670000,89
600,3,t,S,11,2,2,203,,Southern Metropolitan,3052,955000,
601,3,t,S,11,3,4,310,315,Southern Metropolitan,3052,2050000,5
602,3,h,S,11,1,1,370,100,Southern Metropolitan,3052,,69
603,2,u,VB,11,1,1,710,,Southern Metropolitan,3052,500000,9
604,2,h,S,11,1,2,679,,Southern Metropolitan,3052,1575000,
605,4,h,S,11,,,,,Southern Metropolitan,3052,1991000,
606,3,h,S,11,,,,,Southern Metropolitan,3052,1425000,
607,3,h,S,11,2,2,731,149,Southern Metropolitan,3052,1555000,84
608,2,h,S,11,,,,,Southern Metropolitan,3052,1417000,
609,4,h,SP,11,,,,,Southern Metropolitan,3052,,
610,5,h,S,11,,,,,Southern Metropolitan,3052,1850000,
611,2,h,VB,11,,,,,Southern Metropolitan,3052,,
612,3,h,S,11,,,,,Southern Metropolitan,3052,780000,
613,4,h,S,11,,,,,Southern Metropolitan,3052,1942000,
614,3,h,PI,11,3,2,276,178,Southern Metropolitan,3052,1100000,15
615,3,h,S,11,1,2,583,112,Southern Metropolitan,3052,1337000,69
616,8,h,S,11,7,4,1472,618,Southern Metropolitan,3052,2950000,10
617,4,h,SP,11,2,1,681,,Southern Metropolitan,3052,2215000,79
618,4,h,S,11,,,,,Southern Metropolitan,3052,1880000,
619,3,h,S,11,2,2,516,145,Southern Metropolitan,3052,1518000,99
620,3,h,S,11,1,2,806,101,Southern Metropolitan,3052,1710000,69
621,3,h,SP,11,1,2,699,,Southern Metropolitan,3052,,
622,3,h,S,11,1,2,697,163,Southern Metropolitan,3052,,57
623,3,h,S,11,1,3,780,152,Southern Metropolitan,3052,1655000,79
624,3,t,S,11,,,,,Southern Metropolitan,3052,1340000,
625,3,h,S,11,,,,,Southern Metropolitan,3052,1445000,
626,3,h,S,11,,,,,Southern Metropolitan,3052,1500000,
627,4,h,SN,11,2,2,513,160,Southern Metropolitan,3052,,69
628,4,h,VB,11,2,2,780,180,Southern Metropolitan,3052,1550000,81
629,2,h,S,11,,,,,Southern Metropolitan,3052,1356000,
630,3,h,S,11,2,2,351,228,Southern Metropolitan,3052,1662000,13
631,2,h,S,11,1,2,690,,Southern Metropolitan,3052,,
632,3,h,S,11,2,3,702,145,Southern Metropolitan,3052,1665000,74
633,3,h,S,11,2,1,404,398,Southern Metropolitan,3052,,9
634,3,h,S,11,2,2,650,,Southern Metropolitan,3052,,
635,2,h,S,11,1,2,704,,Southern Metropolitan,3052,1445000,
636,3,h,S,11,,,,,Southern Metropolitan,3052,1600000,
637,3,h,VB,11,,,,,Southern Metropolitan,3052,980000,
638,3,t,VB,11,,,,,Southern Metropolitan,3052,1300000,
639,3,h,S,11,2,2,696,,Southern Metropolitan,3052,,
640,4,h,S,11,,,,,Southern Metropolitan,3052,,
641,2,h,S,11,1,2,697,,Southern Metropolitan,3052,,
642,5,h,S,11,5,2,755,444,Southern Metropolitan,3052,3510000,4
643,4,h,SP,11,,,,,Southern Metropolitan,3052,1730000,
644,3,h,S,11,2,2,591,142,Southern Metropolitan,3052,,59
645,3,t,S,11,1,1,227,,Southern Metropolitan,3052,968000,
646,3,t,S,11,2,2,153,110,Southern Metropolitan,3052,900000,29
647,3,h,S,11,,,,,Southern Metropolitan,3052,1570000,
648,3,h,S,11,1,2,545,,Southern Metropolitan,3052,1500000,
649,3,h,S,11,,,,,Southern Metropolitan,3052,1360000,
650,5,h,S,11,4,2,1075,390,Southern Metropolitan,3052,2752000,9
651,4,h,PI,11,3,1,310,180,Southern Metropolitan,3052,,3
652,4,h,VB,11,,,,,Southern Metropolitan,3052,1600000,
653,3,h,S,11,,,,,Southern Metropolitan,3052,,
654,3,h,VB,11,2,2,710,139,Southern Metropolitan,3052,1500000,74
655,2,h,SP,11,1,2,672,,Southern Metropolitan,3052,,
656,3,h,S,11,,,,,Southern Metropolitan,3052,1430000,
657,3,h,S,11,,,,,Southern Metropolitan,3052,1601000,
658,4,h,PI,11,,,,,Southern Metropolitan,3052,1650000,
659,4,h,S,11,2,4,749,206,Southern Metropolitan,3052,1800000,69
660,3,h,S,11,,,,,Southern Metropolitan,3052,1610000,
661,4,h,S,11,,,,,Southern Metropolitan,3052,,
662,4,h,SN,11,2,2,703,197,Southern Metropolitan,3052,,92
663,3,h,S,11,2,3,724,168,Southern Metropolitan,3052,1830000,79
664,3,t,SP,11,,,,,Southern Metropolitan,3052,,
665,3,h,S,11,1,1,605,111,Southern Metropolitan,3052,1415000,69
666,2,h,PI,11,1,1,687,104,Southern Metropolitan,3052,1440000,79
667,4,t,VB,11,2,2,321,199,Southern Metropolitan,3052,1250000,12
668,3,h,S,11,1,2,583,,Southern Metropolitan,3052,1422000,
669,5,h,S,11,3,4,700,266,Southern Metropolitan,3052,1600000,69
670,4,h,S,11,2,3,696,274,Southern Metropolitan,3052,1860000,19
671,3,t,S,11,2,2,295,,Southern Metropolitan,3052,1710000,29
672,3,h,S,11,1,2,752,,Southern Metropolitan,3052,,71
673,4,h,PI,11,2,2,514,240,Southern Metropolitan,3052,1790000,84
674,4,h,S,11,2,2,844,278,Southern Metropolitan,3052,1950000,79
675,3,h,S,11,1,2,637,,Southern Metropolitan,3052,1600000,
676,3,h,PI,11,1,2,1063,,Southern Metropolitan,3052,1320000,
677,3,h,S,11,1,1,697,164,Southern Metropolitan,3052,1650000,72
678,4,h,S,11,,,,,Southern Metropolitan,3052,1280000,
679,3,h,SP,12.2,1,2,343,,Southern Metropolitan,2894,,59
680,2,h,S,12.2,1,1,583,,Southern Metropolitan,2894,995000,69
681,3,t,SN,12.2,2,2,375,,Southern Metropolitan,2894,,
682,3,h,S,12.2,1,1,842,,Southern Metropolitan,2894,1250000,
683,3,h,SP,12.2,,,,,Southern Metropolitan,2894,,
684,3,u,S,12.2,2,2,467,,Southern Metropolitan,2894,1045000,
685,4,h,SP,12.2,3,2,372,201,Southern Metropolitan,2894,1200000,3
686,2,h,VB,12.2,1,2,695,114,Southern Metropolitan,2894,1075000,69
687,4,h,S,12.2,2,3,675,302,Southern Metropolitan,2894,,19
688,4,h,S,12.2,2,2,621,203,Southern Metropolitan,2894,1500000,19
689,3,h,S,12.2,1,2,723,,Southern Metropolitan,2894,1120000,
690,2,t,S,12.2,1,2,367,110,Southern Metropolitan,2894,700000,49
691,3,h,PI,12.2,2,4,400,94,Southern Metropolitan,2894,761000,69
692,4,h,SP,12.2,2,1,724,,Southern Metropolitan,2894,1270000,
693,4,h,S,12.2,2,2,526,,Southern Metropolitan,2894,1510000,
694,3,h,S,12.2,1,1,792,792,Southern Metropolitan,2894,1365000,69
695,4,h,VB,12.2,2,2,803,152,Southern Metropolitan,2894,1100000,49
696,2,u,S,12.2,,,,,Southern Metropolitan,2894,675000,
697,3,h,SP,12.2,1,2,981,,Southern Metropolitan,2894,,
698,3,h,S,12.2,,,,,Southern Metropolitan,2894,1232800,
699,3,h,PI,12.2,,,,,Southern Metropolitan,2894,1170000,
700,3,h,SN,12.2,1,1,768,96,Southern Metropolitan,2894,,69
701,4,h,S,12.2,3,2,724,,Southern Metropolitan,2894,1415000,
702,2,u,S,12.2,1,1,216,90,Southern Metropolitan,2894,690000,16
703,3,h,S,12.2,2,3,782,215,Southern Metropolitan,2894,1631000,69
704,3,h,SN,12.2,1,2,785,151,Southern Metropolitan,2894,,51
705,4,h,S,12.2,2,1,593,255,Southern Metropolitan,2894,1500000,89
706,2,t,S,12.2,,,,,Southern Metropolitan,2894,690000,
707,3,t,PI,12.2,,,,,Southern Metropolitan,2894,,
708,3,h,S,12.2,1,2,772,,Southern Metropolitan,2894,1060000,
709,3,h,PI,12.2,,,,,Southern Metropolitan,2894,875000,
710,5,h,S,12.2,3,2,585,317,Southern Metropolitan,2894,1529500,19
711,2,h,S,12.2,,,,,Southern Metropolitan,2894,1250000,
712,3,h,VB,12.2,,,,,Southern Metropolitan,2894,1200000,
713,4,h,S,12.2,2,2,787,158,Southern Metropolitan,2894,,44
714,2,u,S,12.2,1,1,153,80,Southern Metropolitan,2894,600000,49
715,4,t,PI,12.2,,,,,Southern Metropolitan,2894,980000,
716,3,u,PI,12.2,1,2,353,98,Southern Metropolitan,2894,,69
717,2,u,S,12.2,1,1,72,,Southern Metropolitan,2894,535000,
718,4,t,S,12.2,,,,,Southern Metropolitan,2894,1230000,
719,4,h,SP,12.2,2,2,743,235,Southern Metropolitan,2894,,8
720,3,h,SP,12.2,1,1,706,157,Southern Metropolitan,2894,,69
721,3,h,S,12.2,1,1,557,,Southern Metropolitan,2894,785000,59
722,4,h,S,12.2,2,2,766,192,Southern Metropolitan,2894,1240000,69
723,3,h,PI,12.2,2,2,731,147,Southern Metropolitan,2894,,69
724,2,u,S,12.2,1,2,192,88,Southern Metropolitan,2894,700000,12
725,3,t,PI,12.2,,,,,Southern Metropolitan,2894,880000,
726,4,h,S,12.2,,,,,Southern Metropolitan,2894,,
727,2,u,S,12.2,,,,,Southern Metropolitan,2894,675000,
728,4,t,PI,12.2,,,,,Southern Metropolitan,2894,,
729,4,h,S,12.2,2,1,727,,Southern Metropolitan,2894,1350000,
730,2,h,S,12.2,1,1,586,86,Southern Metropolitan,2894,1110000,69
731,3,h,S,12.2,1,1,760,120,Southern Metropolitan,2894,1305000,59
732,4,h,S,12.2,,,,,Southern Metropolitan,2894,,
733,3,h,S,12.2,2,1,320,85,Southern Metropolitan,2894,855000,61
734,3,h,VB,12.2,,,,,Southern Metropolitan,2894,900000,
735,4,t,S,12.2,,,,,Southern Metropolitan,2894,1400000,
736,4,t,PI,12.2,,,,,Southern Metropolitan,2894,,
737,3,t,S,12.2,,,,,Southern Metropolitan,2894,964000,
738,3,u,SN,12.2,,,,,Southern Metropolitan,2894,,
739,3,t,S,12.2,2,2,256,134,Southern Metropolitan,2894,900500,7
740,4,h,SP,12.2,2,2,780,155,Southern Metropolitan,2894,,69
741,4,h,S,12.2,3,2,717,311,Southern Metropolitan,2894,,59
742,5,h,S,12.2,3,2,579,243,Southern Metropolitan,2894,,21
743,3,h,VB,12.2,2,2,839,198,Southern Metropolitan,2894,1200000,49
744,3,h,PI,12.2,1,1,779,,Southern Metropolitan,2894,,
745,3,t,S,12.2,1,2,212,130,Southern Metropolitan,2894,830000,7
746,3,h,SN,12.2,1,4,677,140,Southern Metropolitan,2894,,59
747,4,h,S,10.5,,,,,Western Metropolitan,4502,1310000,
748,3,h,S,10.5,1,1,593,118,Western Metropolitan,4502,850000,49
749,3,h,SP,10.5,1,1,0,103,Western Metropolitan,4502,750000,39
750,3,t,S,10.5,3,1,557,181,Western Metropolitan,4502,851000,2
751,4,h,SP,10.5,2,2,705,500,Western Metropolitan,4502,,20
752,3,h,S,10.5,1,2,542,,Western Metropolitan,4502,848000,
753,4,h,S,10.5,2,1,350,,Western Metropolitan,4502,806000,11
754,4,h,S,10.5,2,2,569,225,Western Metropolitan,4502,1155000,11
755,3,h,VB,10.5,2,2,671,,Western Metropolitan,4502,670000,
756,4,h,S,10.5,5,4,673,,Western Metropolitan,4502,1200000,
757,3,h,S,10.5,1,2,571,,Western Metropolitan,4502,636000,
758,3,h,S,10.5,,,,,Western Metropolitan,4502,655000,
759,3,h,SP,10.5,1,1,585,128,Western Metropolitan,4502,,64
760,3,h,S,10.5,1,2,570,120,Western Metropolitan,4502,680000,49
761,3,h,S,10.5,1,2,600,103,Western Metropolitan,4502,,54
762,4,h,S,10.5,3,2,789,,Western Metropolitan,4502,1160000,
763,3,h,SP,10.5,,,,,Western Metropolitan,4502,560000,
764,3,h,S,10.5,1,1,529,,Western Metropolitan,4502,750000,
765,3,h,SP,10.5,1,1,550,143,Western Metropolitan,4502,627500,49
766,3,t,S,10.5,2,2,339,,Western Metropolitan,4502,880000,
767,3,h,S,10.5,,,,,Western Metropolitan,4502,825000,
768,4,h,S,10.5,,,,,Western Metropolitan,4502,1372000,
769,4,h,S,10.5,3,3,761,281,Western Metropolitan,4502,950000,49
770,3,h,SP,10.5,1,3,595,142,Western Metropolitan,4502,,64
771,4,h,S,10.5,,,,,Western Metropolitan,4502,1200000,
772,4,h,PI,10.5,3,3,1801,,Western Metropolitan,4502,1600000,
773,3,h,SP,10.5,,,,,Western Metropolitan,4502,825000,
774,2,t,S,10.5,1,1,136,,Western Metropolitan,4502,585000,7
